ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
9505,AFC Asian Cup,1996-12-15,Kuwait,2,0,Japan,,FALSE
9506,FIFA World Cup qualification,1996-12-15,Uruguay,2,0,Peru,,TRUE
9507,AFC Asian Cup,1996-12-16,South Korea,2,6,Iran,,FALSE
9508,AFC Asian Cup,1996-12-16,Saudi Arabia,4,3,China PR,,FALSE
9509,Friendly,1996-12-18,Brazil,1,0,Bosnia and Herzegovina,,TRUE
9510,FIFA World Cup qualification,1996-12-18,Malta,0,3,Spain,,TRUE
9511,AFC Asian Cup,1996-12-19,Iran,0,0,Saudi Arabia,Saudi Arabia win on penalties,FALSE
9512,FIFA World Cup qualification,1996-12-21,Costa Rica,2,1,Trinidad and Tobago,,TRUE
9513,FIFA World Cup qualification,1996-12-21,Guatemala,2,2,United States,,FALSE
9514,AFC Asian Cup,1996-12-21,Iran,1,1,Kuwait,Iran win on penalties,FALSE
9515,AFC Asian Cup,1996-12-21,United Arab Emirates,0,0,Saudi Arabia,Saudi Arabia win on penalties,TRUE
9516,Friendly,1996-12-22,Burkina Faso,2,1,Ghana,,FALSE
9517,Friendly,1996-12-24,Benin,1,1,Ghana,,TRUE
9518,Friendly,1996-12-25,Gabon,1,1,Ghana,,FALSE
9519,Friendly,1996-12-28,Argentina,2,3,Serbia,,TRUE
9520,Friendly,1997-01-04,Tunisia,0,0,Algeria,,TRUE
9521,Friendly,1997-01-06,Togo,4,0,Ghana,,TRUE
9522,FIFA World Cup qualification,1997-01-12,Bolivia,2,0,Ecuador,,TRUE
9523,FIFA World Cup qualification,1997-01-12,Cameroon,0,0,Angola,,TRUE
9524,FIFA World Cup qualification,1997-01-12,Ghana,2,2,Morocco,,TRUE
9525,FIFA World Cup qualification,1997-01-12,Tunisia,1,0,Egypt,,TRUE
9526,FIFA World Cup qualification,1997-01-12,Uruguay,0,0,Argentina,,TRUE
9527,USA Cup,1997-01-17,United States,0,1,Peru,,TRUE
9528,Friendly,1997-01-18,Australia,1,0,New Zealand,,TRUE
9529,Friendly,1997-01-18,South Korea,1,0,Norway,,FALSE
9530,USA Cup,1997-01-19,United States,0,2,Mexico,,TRUE
9531,Friendly,1997-01-22,Australia,2,1,South Korea,,TRUE
9532,USA Cup,1997-01-22,Mexico,0,0,Peru,,FALSE
9533,Friendly,1997-01-22,Portugal,0,2,France,,TRUE
9534,Friendly,1997-01-25,Australia,1,0,Norway,,TRUE
9535,Friendly,1997-01-25,South Korea,3,1,New Zealand,,FALSE
9536,African Cup of Nations qualification,1997-01-26,Cameroon,4,0,Namibia,,TRUE
9537,African Cup of Nations qualification,1997-01-26,Guinea,1,0,Tunisia,,TRUE
9538,African Cup of Nations qualification,1997-01-26,Zimbabwe,0,0,Ghana,,TRUE
9539,Friendly,1997-01-29,China PR,2,1,United States,,TRUE
9540,Friendly,1997-02-01,China PR,1,1,United States,,TRUE
9541,Friendly,1997-02-05,Costa Rica,2,2,Slovakia,,TRUE
9542,Friendly,1997-02-05,Mexico,3,1,Ecuador,,TRUE
9543,Lunar New Year Cup,1997-02-07,Russia,1,1,Serbia,Russia win on penalties,FALSE
9544,King's Cup,1997-02-09,Thailand,1,1,Japan,,TRUE
9545,Lunar New Year Cup,1997-02-10,Russia,2,1,Switzerland,,FALSE
9546,Friendly,1997-02-11,Northern Ireland,3,0,Belgium,,TRUE
9547,Friendly,1997-02-11,Wales,0,0,Republic of Ireland,,TRUE
9548,FIFA World Cup qualification,1997-02-12,Colombia,0,1,Argentina,,TRUE
9549,FIFA World Cup qualification,1997-02-12,Ecuador,4,0,Uruguay,,TRUE
9550,FIFA World Cup qualification,1997-02-12,England,0,1,Italy,,TRUE
9551,FIFA World Cup qualification,1997-02-12,Spain,4,0,Malta,,TRUE
9552,King's Cup,1997-02-13,Japan,0,1,Sweden,,FALSE
9553,Cyprus International Tournament,1997-02-14,Lithuania,0,0,Poland,,FALSE
9554,Cyprus International Tournament,1997-02-15,Cyprus,2,3,Poland,,TRUE
9555,Friendly,1997-02-16,Senegal,1,1,Mali,,TRUE
9556,Cyprus International Tournament,1997-02-17,Latvia,2,3,Poland,,FALSE
9557,Friendly,1997-02-19,Costa Rica,5,2,Venezuela,,TRUE
9558,Friendly,1997-02-19,Greece,0,0,Portugal,,TRUE
9559,FIFA World Cup qualification,1997-02-22,Hong Kong,0,2,South Korea,,TRUE
9560,Friendly,1997-02-26,Brazil,4,2,Poland,,TRUE
9561,Friendly,1997-02-26,France,2,1,Netherlands,,TRUE
9562,Friendly,1997-02-26,Israel,0,1,Germany,,TRUE
9563,FIFA World Cup qualification,1997-03-02,Jamaica,0,0,United States,,TRUE
9564,FIFA World Cup qualification,1997-03-02,Mexico,4,0,Canada,,TRUE
9565,Friendly,1997-03-02,Saudi Arabia,3,0,Syria,,TRUE
9566,FIFA World Cup qualification,1997-03-02,Thailand,1,3,South Korea,,TRUE
9567,Friendly,1997-03-09,Costa Rica,5,0,Cameroon,,TRUE
9568,Friendly,1997-03-09,Saudi Arabia,2,0,Indonesia,,TRUE
9569,Friendly,1997-03-12,Czech Republic,2,1,Poland,,TRUE
9570,Friendly,1997-03-12,North Macedonia,0,1,Australia,,TRUE
9571,Friendly,1997-03-12,Saudi Arabia,3,1,Indonesia,,TRUE
9572,Friendly,1997-03-12,Serbia,0,0,Russia,,TRUE
9573,Friendly,1997-03-15,Thailand,3,1,Japan,,TRUE
9574,FIFA World Cup qualification,1997-03-16,Costa Rica,0,0,Mexico,,TRUE
9575,FIFA World Cup qualification,1997-03-16,United States,3,0,Canada,,TRUE
9576,FIFA World Cup qualification,1997-03-18,Malaysia,0,0,Saudi Arabia,,TRUE
9577,FIFA World Cup qualification,1997-03-20,Bangladesh,1,4,Saudi Arabia,,FALSE
9578,FIFA World Cup qualification,1997-03-23,Costa Rica,3,2,United States,,TRUE
9579,FIFA World Cup qualification,1997-03-23,Oman,0,1,Japan,,TRUE
9580,Friendly,1997-03-25,Guatemala,0,0,Ecuador,,TRUE
9581,FIFA World Cup qualification,1997-03-25,Macau,0,10,Japan,,FALSE
9582,FIFA World Cup qualification,1997-03-27,Nepal,0,6,Japan,,FALSE
9583,FIFA World Cup qualification,1997-03-27,Saudi Arabia,3,0,Bangladesh,,TRUE
9584,FIFA World Cup qualification,1997-03-29,Croatia,1,1,Denmark,,TRUE
9585,Friendly,1997-03-29,England,2,0,Mexico,,TRUE
9586,FIFA World Cup qualification,1997-03-29,Netherlands,4,0,San Marino,,TRUE
9587,FIFA World Cup qualification,1997-03-29,Northern Ireland,0,0,Portugal,,TRUE
9588,FIFA World Cup qualification,1997-03-29,Saudi Arabia,3,0,Malaysia,,TRUE
9589,Friendly,1997-03-29,Sierra Leone,2,1,Senegal,,TRUE
9590,FIFA World Cup qualification,1997-03-29,Wales,1,2,Belgium,,TRUE
9591,FIFA World Cup qualification,1997-03-31,Saudi Arabia,6,0,Taiwan,,TRUE
9592,FIFA World Cup qualification,1997-04-02,Albania,2,3,Germany,,FALSE
9593,FIFA World Cup qualification,1997-04-02,Bolivia,2,1,Argentina,,TRUE
9594,Friendly,1997-04-02,Brazil,4,0,Chile,,TRUE
9595,FIFA World Cup qualification,1997-04-02,Croatia,3,3,Slovenia,,TRUE
9596,FIFA World Cup qualification,1997-04-02,Czech Republic,1,2,Serbia,,TRUE
9597,Friendly,1997-04-02,France,1,0,Sweden,,TRUE
9598,Friendly,1997-04-02,Hungary,1,3,Australia,,TRUE
9599,FIFA World Cup qualification,1997-04-02,Peru,1,1,Ecuador,,TRUE
9600,FIFA World Cup qualification,1997-04-02,Poland,0,0,Italy,,TRUE
9601,Friendly,1997-04-02,Switzerland,1,0,Latvia,,TRUE
9602,FIFA World Cup qualification,1997-04-02,Turkey,1,0,Netherlands,,TRUE
9603,FIFA World Cup qualification,1997-04-02,Uruguay,3,1,Venezuela,,TRUE
9604,Nehru Cup,1997-04-03,China PR,0,0,Ghana,,FALSE
9605,FIFA World Cup qualification,1997-04-05,Sierra Leone,1,1,Ghana,,TRUE
9606,FIFA World Cup qualification,1997-04-06,Cameroon,1,0,Zimbabwe,,TRUE
9607,FIFA World Cup qualification,1997-04-06,Canada,0,0,El Salvador,,TRUE
9608,FIFA World Cup qualification,1997-04-06,Gabon,0,4,Morocco,,TRUE
9609,FIFA World Cup qualification,1997-04-06,Namibia,1,2,Tunisia,,TRUE
9610,Nehru Cup,1997-04-08,India,2,2,Ghana,,TRUE
9611,Friendly,1997-04-11,Kuwait,0,2,Iran,,TRUE
9612,FIFA World Cup qualification,1997-04-13,Mexico,6,0,Jamaica,,TRUE
9613,UNCAF Cup,1997-04-16,Guatemala,1,1,Costa Rica,,TRUE
9614,UNCAF Cup,1997-04-18,Costa Rica,5,1,Nicaragua,,FALSE
9615,Friendly,1997-04-20,Cameroon,2,0,Congo,,TRUE
9616,FIFA World Cup qualification,1997-04-20,United States,2,2,Mexico,,TRUE
9617,Friendly,1997-04-21,Iran,3,0,Kenya,,TRUE
9618,Friendly,1997-04-23,China PR,0,2,South Korea,,TRUE
9619,UNCAF Cup,1997-04-23,Honduras,0,4,Costa Rica,,FALSE
9620,UNCAF Cup,1997-04-25,Costa Rica,1,0,El Salvador,,FALSE
9621,FIFA World Cup qualification,1997-04-26,Sierra Leone,0,1,Morocco,,TRUE
9622,FIFA World Cup qualification,1997-04-27,Cameroon,2,0,Togo,,TRUE
9623,FIFA World Cup qualification,1997-04-27,Canada,0,0,Jamaica,,TRUE
9624,Friendly,1997-04-27,China PR,0,0,Iran,,TRUE
9625,FIFA World Cup qualification,1997-04-27,Ghana,3,0,Gabon,,TRUE
9626,UNCAF Cup,1997-04-27,Guatemala,1,1,Costa Rica,,TRUE
9627,FIFA World Cup qualification,1997-04-27,Tunisia,2,0,Liberia,,TRUE
9628,FIFA World Cup qualification,1997-04-30,Argentina,2,1,Ecuador,,TRUE
9629,Friendly,1997-04-30,Brazil,4,0,Mexico,,FALSE
9630,FIFA World Cup qualification,1997-04-30,Denmark,4,0,Slovenia,,TRUE
9631,FIFA World Cup qualification,1997-04-30,England,2,0,Georgia,,TRUE
9632,FIFA World Cup qualification,1997-04-30,Germany,2,0,Ukraine,,TRUE
9633,FIFA World Cup qualification,1997-04-30,Greece,0,1,Croatia,,TRUE
9634,FIFA World Cup qualification,1997-04-30,Italy,3,0,Poland,,TRUE
9635,FIFA World Cup qualification,1997-04-30,Paraguay,3,1,Uruguay,,TRUE
9636,FIFA World Cup qualification,1997-04-30,San Marino,0,6,Netherlands,,TRUE
9637,FIFA World Cup qualification,1997-04-30,Serbia,1,1,Spain,,FALSE
9638,FIFA World Cup qualification,1997-04-30,Switzerland,1,0,Hungary,,TRUE
9639,FIFA World Cup qualification,1997-04-30,Turkey,1,3,Belgium,,TRUE
9640,FIFA World Cup qualification,1997-05-04,El Salvador,2,1,Costa Rica,,TRUE
9641,Friendly,1997-05-08,Ivory Coast,4,1,Senegal,,TRUE
9642,FIFA World Cup qualification,1997-05-11,Costa Rica,3,1,Jamaica,,TRUE
9643,Friendly,1997-05-21,Japan,1,1,South Korea,,TRUE
9644,Friendly,1997-05-22,Sweden,2,2,Poland,,TRUE
9645,Friendly,1997-05-24,England,2,1,South Africa,,TRUE
9646,Friendly,1997-05-27,Scotland,0,1,Wales,,TRUE
9647,Friendly,1997-05-28,El Salvador,0,2,Ecuador,,TRUE
9648,FIFA World Cup qualification,1997-05-28,South Korea,4,0,Hong Kong,,TRUE
9649,Friendly,1997-05-30,Norway,4,2,Brazil,,TRUE
9650,African Cup of Nations qualification,1997-05-31,Morocco,4,0,Ethiopia,,TRUE
9651,FIFA World Cup qualification,1997-05-31,Poland,0,2,England,,TRUE
9652,Friendly,1997-05-31,Tunisia,0,1,Algeria,,TRUE
9653,FIFA World Cup qualification,1997-06-01,Canada,1,0,Costa Rica,,TRUE
9654,FIFA World Cup qualification,1997-06-01,South Korea,0,0,Thailand,,TRUE
9655,Friendly,1997-06-01,Zambia,3,0,Cameroon,,TRUE
9656,FIFA World Cup qualification,1997-06-02,Maldives,0,17,Iran,,FALSE
9657,Tournoi de France,1997-06-03,France,1,1,Brazil,,TRUE
9658,Tournoi de France,1997-06-04,England,2,0,Italy,,FALSE
9659,FIFA World Cup qualification,1997-06-04,Kyrgyzstan,0,7,Iran,,FALSE
9660,Friendly,1997-06-04,South Africa,0,2,Netherlands,,TRUE
9661,Friendly,1997-06-04,United States,0,0,Paraguay,,TRUE
9662,Friendly,1997-06-05,Senegal,0,0,Algeria,,TRUE
9663,FIFA World Cup qualification,1997-06-06,Syria,0,1,Iran,,TRUE
9664,FIFA World Cup qualification,1997-06-07,Belgium,6,0,San Marino,,TRUE
9665,Tournoi de France,1997-06-07,France,0,1,England,,TRUE
9666,FIFA World Cup qualification,1997-06-07,Morocco,1,0,Ghana,,TRUE
9667,FIFA World Cup qualification,1997-06-07,Portugal,2,0,Albania,,TRUE
9668,FIFA World Cup qualification,1997-06-07,Ukraine,0,0,Germany,,TRUE
9669,FIFA World Cup qualification,1997-06-08,Angola,1,1,Cameroon,,TRUE
9670,FIFA World Cup qualification,1997-06-08,Argentina,2,0,Peru,,TRUE
9671,FIFA World Cup qualification,1997-06-08,Denmark,2,0,Bosnia and Herzegovina,,TRUE
9672,FIFA World Cup qualification,1997-06-08,Ecuador,1,1,Chile,,TRUE
9673,FIFA World Cup qualification,1997-06-08,Egypt,0,0,Tunisia,,TRUE
9674,FIFA World Cup qualification,1997-06-08,El Salvador,0,1,Mexico,,TRUE
9675,Tournoi de France,1997-06-08,Italy,3,3,Brazil,,FALSE
9676,Kirin Cup,1997-06-08,Japan,4,3,Croatia,,TRUE
9677,FIFA World Cup qualification,1997-06-08,Serbia,2,0,Slovakia,,FALSE
9678,FIFA World Cup qualification,1997-06-08,Spain,1,0,Czech Republic,,TRUE
9679,FIFA World Cup qualification,1997-06-08,Uruguay,1,1,Colombia,,TRUE
9680,FIFA World Cup qualification,1997-06-09,Iran,3,1,Kyrgyzstan,,TRUE
9681,Tournoi de France,1997-06-10,England,0,1,Brazil,,FALSE
9682,Copa America,1997-06-11,Argentina,0,0,Ecuador,,FALSE
9683,FIFA World Cup qualification,1997-06-11,Australia,13,0,Solomon Islands,,TRUE
9684,Tournoi de France,1997-06-11,France,2,2,Italy,,TRUE
9685,FIFA World Cup qualification,1997-06-11,Iran,9,0,Maldives,,TRUE
9686,Kirin Cup,1997-06-12,Croatia,1,1,Turkey,,FALSE
9687,Korea Cup,1997-06-12,Ghana,1,3,Serbia,,FALSE
9688,Korea Cup,1997-06-12,South Korea,3,1,Egypt,,TRUE
9689,Copa America,1997-06-12,Peru,1,0,Uruguay,,FALSE
9690,FIFA World Cup qualification,1997-06-13,Australia,5,0,Tahiti,,TRUE
9691,Copa America,1997-06-13,Brazil,5,0,Costa Rica,,FALSE
9692,FIFA World Cup qualification,1997-06-13,Iran,2,2,Syria,,TRUE
9693,Copa America,1997-06-13,Mexico,2,1,Colombia,,FALSE
9694,Copa America,1997-06-14,Argentina,2,0,Chile,,FALSE
9695,Korea Cup,1997-06-14,Egypt,0,0,Serbia,,FALSE
9696,Korea Cup,1997-06-14,South Korea,3,0,Ghana,,TRUE
9697,Copa America,1997-06-14,Paraguay,0,2,Ecuador,,FALSE
9698,FIFA World Cup qualification,1997-06-14,Poland,4,1,Georgia,,TRUE
9699,Kirin Cup,1997-06-15,Japan,1,0,Turkey,,TRUE
9700,Copa America,1997-06-15,Uruguay,2,0,Venezuela,,FALSE
9701,Copa America,1997-06-16,Brazil,3,2,Mexico,,FALSE
9702,Copa America,1997-06-16,Colombia,4,1,Costa Rica,,FALSE
9703,Korea Cup,1997-06-16,Egypt,2,0,Ghana,,FALSE
9704,Korea Cup,1997-06-16,South Korea,1,1,Serbia,,TRUE
9705,Copa America,1997-06-17,Argentina,1,1,Paraguay,,FALSE
9706,FIFA World Cup qualification,1997-06-17,Australia,6,2,Solomon Islands,,TRUE
9707,Copa America,1997-06-17,Chile,1,2,Ecuador,,FALSE
9708,Friendly,1997-06-17,United States,2,1,Israel,,TRUE
9709,Copa America,1997-06-18,Bolivia,1,0,Uruguay,,TRUE
9710,FIFA World Cup qualification,1997-06-19,Australia,2,0,Tahiti,,TRUE
9711,Copa America,1997-06-19,Brazil,2,0,Colombia,,FALSE
9712,Copa America,1997-06-19,Mexico,1,1,Costa Rica,,FALSE
9713,African Cup of Nations qualification,1997-06-21,Morocco,1,0,Egypt,,TRUE
9714,Copa America,1997-06-21,Peru,2,1,Argentina,,FALSE
9715,African Cup of Nations qualification,1997-06-22,Angola,1,0,Ghana,,TRUE
9716,Copa America,1997-06-22,Brazil,2,0,Paraguay,,FALSE
9717,African Cup of Nations qualification,1997-06-22,Cameroon,2,2,Gabon,,TRUE
9718,Copa America,1997-06-22,Ecuador,1,1,Mexico,Mexico win on penalties,FALSE
9719,FIFA World Cup qualification,1997-06-22,Japan,10,0,Macau,,TRUE
9720,African Cup of Nations qualification,1997-06-22,Senegal,3,0,Ethiopia,,TRUE
9721,Copa America,1997-06-25,Bolivia,3,1,Mexico,,TRUE
9722,FIFA World Cup qualification,1997-06-25,Japan,3,0,Nepal,,TRUE
9723,Copa America,1997-06-26,Brazil,7,0,Peru,,FALSE
9724,FIFA World Cup qualification,1997-06-28,Japan,1,1,Oman,,TRUE
9725,Copa America,1997-06-28,Mexico,1,0,Peru,,FALSE
9726,FIFA World Cup qualification,1997-06-28,New Zealand,0,3,Australia,,TRUE
9727,Copa America,1997-06-29,Bolivia,1,3,Brazil,,TRUE
9728,FIFA World Cup qualification,1997-06-29,El Salvador,1,1,United States,,TRUE
9729,Friendly,1997-07-05,Tunisia,1,0,Mali,,TRUE
9730,FIFA World Cup qualification,1997-07-06,Australia,2,0,New Zealand,,TRUE
9731,FIFA World Cup qualification,1997-07-06,Paraguay,1,2,Argentina,,TRUE
9732,FIFA World Cup qualification,1997-07-06,Venezuela,1,1,Ecuador,,TRUE
9733,African Cup of Nations qualification,1997-07-13,Egypt,2,0,Senegal,,TRUE
9734,African Cup of Nations qualification,1997-07-13,Ethiopia,0,1,Morocco,,TRUE
9735,African Cup of Nations qualification,1997-07-13,Ghana,2,1,Zimbabwe,,TRUE
9736,African Cup of Nations qualification,1997-07-13,Tunisia,1,0,Guinea,,TRUE
9737,FIFA World Cup qualification,1997-07-20,Argentina,2,0,Venezuela,,TRUE
9738,FIFA World Cup qualification,1997-07-20,Bolivia,1,0,Uruguay,,TRUE
9739,FIFA World Cup qualification,1997-07-20,Colombia,1,0,Ecuador,,TRUE
9740,African Cup of Nations qualification,1997-07-27,Cameroon,1,1,Kenya,,TRUE
9741,African Cup of Nations qualification,1997-07-27,Morocco,3,0,Senegal,,TRUE
9742,Friendly,1997-08-06,Slovakia,1,0,Switzerland,,TRUE
9743,Friendly,1997-08-07,Cameroon,0,1,Nigeria,,FALSE
9744,Friendly,1997-08-07,Tunisia,3,1,Zambia,,TRUE
9745,Friendly,1997-08-07,United States,0,1,Ecuador,,TRUE
9746,Friendly,1997-08-09,Cameroon,3,3,Zambia,,FALSE
9747,Friendly,1997-08-09,Tunisia,2,0,Nigeria,,TRUE
9748,FIFA World Cup qualification,1997-08-10,Costa Rica,0,0,El Salvador,,TRUE
9749,Friendly,1997-08-10,South Korea,1,2,Brazil,,TRUE
9750,Friendly,1997-08-13,Japan,0,3,Brazil,,TRUE
9751,FIFA World Cup qualification,1997-08-16,Morocco,2,0,Gabon,,TRUE
9752,Friendly,1997-08-17,Canada,0,1,Iran,,TRUE
9753,FIFA World Cup qualification,1997-08-17,Ghana,0,2,Sierra Leone,,TRUE
9754,FIFA World Cup qualification,1997-08-17,Tunisia,4,0,Namibia,,TRUE
9755,FIFA World Cup qualification,1997-08-17,Zimbabwe,1,2,Cameroon,,TRUE
9756,FIFA World Cup qualification,1997-08-20,Bosnia and Herzegovina,3,0,Denmark,,TRUE
9757,FIFA World Cup qualification,1997-08-20,Ecuador,2,1,Paraguay,,TRUE
9758,FIFA World Cup qualification,1997-08-20,Hungary,1,1,Switzerland,,TRUE
9759,FIFA World Cup qualification,1997-08-20,Northern Ireland,1,3,Germany,,TRUE
9760,FIFA World Cup qualification,1997-08-20,Portugal,3,1,Armenia,,TRUE
9761,Friendly,1997-08-20,Russia,0,1,Serbia,,TRUE
9762,FIFA World Cup qualification,1997-08-20,Turkey,6,4,Wales,,TRUE
9763,FIFA World Cup qualification,1997-08-20,Uruguay,1,0,Chile,,TRUE
9764,Friendly,1997-08-24,South Korea,4,1,Tajikistan,,TRUE
9765,Friendly,1997-08-30,South Korea,0,0,China PR,,TRUE
9766,Friendly,1997-09-02,United Arab Emirates,3,1,Iran,,TRUE
9767,FIFA World Cup qualification,1997-09-06,Croatia,3,2,Bosnia and Herzegovina,,TRUE
9768,FIFA World Cup qualification,1997-09-06,Germany,1,1,Portugal,,TRUE
9769,FIFA World Cup qualification,1997-09-06,South Korea,3,0,Kazakhstan,,TRUE
9770,FIFA World Cup qualification,1997-09-06,Netherlands,3,1,Belgium,,TRUE
9771,Friendly,1997-09-06,Poland,1,0,Hungary,,TRUE
9772,FIFA World Cup qualification,1997-09-06,Switzerland,1,2,Finland,,TRUE
9773,FIFA World Cup qualification,1997-09-07,Jamaica,1,0,Canada,,TRUE
9774,FIFA World Cup qualification,1997-09-07,Japan,6,3,Uzbekistan,,TRUE
9775,FIFA World Cup qualification,1997-09-07,United States,1,0,Costa Rica,,TRUE
9776,Friendly,1997-09-10,Brazil,4,2,Ecuador,,TRUE
9777,FIFA World Cup qualification,1997-09-10,Chile,1,2,Argentina,,TRUE
9778,FIFA World Cup qualification,1997-09-10,Denmark,3,1,Croatia,,TRUE
9779,FIFA World Cup qualification,1997-09-10,England,4,0,Moldova,,TRUE
9780,FIFA World Cup qualification,1997-09-10,Germany,4,0,Armenia,,TRUE
9781,FIFA World Cup qualification,1997-09-10,Norway,5,0,Switzerland,,TRUE
9782,FIFA World Cup qualification,1997-09-10,Peru,2,1,Uruguay,,TRUE
9783,FIFA World Cup qualification,1997-09-10,Slovakia,1,1,Serbia,,TRUE
9784,FIFA World Cup qualification,1997-09-12,South Korea,2,1,Uzbekistan,,TRUE
9785,FIFA World Cup qualification,1997-09-13,China PR,2,4,Iran,,TRUE
9786,FIFA World Cup qualification,1997-09-14,El Salvador,4,1,Canada,,TRUE
9787,FIFA World Cup qualification,1997-09-14,Jamaica,1,0,Costa Rica,,TRUE
9788,FIFA World Cup qualification,1997-09-14,Saudi Arabia,2,1,Kuwait,,TRUE
9789,FIFA World Cup qualification,1997-09-19,Iran,1,1,Saudi Arabia,,TRUE
9790,FIFA World Cup qualification,1997-09-19,Qatar,0,2,Kuwait,,TRUE
9791,FIFA World Cup qualification,1997-09-19,United Arab Emirates,0,0,Japan,,TRUE
9792,Friendly,1997-09-24,Poland,2,0,Lithuania,,TRUE
9793,FIFA World Cup qualification,1997-09-24,Slovakia,1,2,Spain,,TRUE
9794,Friendly,1997-09-25,Saudi Arabia,5,1,Mali,,TRUE
9795,FIFA World Cup qualification,1997-09-26,Kuwait,1,1,Iran,,TRUE
9796,FIFA World Cup qualification,1997-09-26,Qatar,1,1,China PR,,TRUE
9797,FIFA World Cup qualification,1997-09-28,Japan,1,2,South Korea,,TRUE
9798,FIFA World Cup qualification,1997-10-03,China PR,1,0,Saudi Arabia,,TRUE
9799,FIFA World Cup qualification,1997-10-03,Iran,3,0,Qatar,,TRUE
9800,FIFA World Cup qualification,1997-10-03,United States,1,1,Jamaica,,TRUE
9801,FIFA World Cup qualification,1997-10-04,Kazakhstan,1,1,Japan,,TRUE
9802,FIFA World Cup qualification,1997-10-04,South Korea,3,0,United Arab Emirates,,TRUE
9803,FIFA World Cup qualification,1997-10-05,Mexico,5,0,El Salvador,,TRUE
9804,FIFA World Cup qualification,1997-10-07,Moldova,0,3,Poland,,TRUE
9805,Friendly,1997-10-09,Brazil,2,0,Morocco,,TRUE
9806,FIFA World Cup qualification,1997-10-11,Belgium,3,2,Wales,,TRUE
9807,Friendly,1997-10-11,France,2,1,South Africa,,TRUE
9808,FIFA World Cup qualification,1997-10-11,Georgia,3,0,Poland,,TRUE
9809,FIFA World Cup qualification,1997-10-11,Germany,4,3,Albania,,TRUE
9810,FIFA World Cup qualification,1997-10-11,Greece,0,0,Denmark,,TRUE
9811,FIFA World Cup qualification,1997-10-11,Italy,0,0,England,,TRUE
9812,FIFA World Cup qualification,1997-10-11,Kazakhstan,1,1,South Korea,,TRUE
9813,FIFA World Cup qualification,1997-10-11,Malta,0,5,Serbia,,TRUE
9814,FIFA World Cup qualification,1997-10-11,Netherlands,0,0,Turkey,,TRUE
9815,FIFA World Cup qualification,1997-10-11,Portugal,1,0,Northern Ireland,,TRUE
9816,FIFA World Cup qualification,1997-10-11,Saudi Arabia,1,0,Qatar,,TRUE
9817,FIFA World Cup qualification,1997-10-11,Slovenia,1,3,Croatia,,TRUE
9818,FIFA World Cup qualification,1997-10-11,Spain,3,1,Faroe Islands,,TRUE
9819,FIFA World Cup qualification,1997-10-11,Switzerland,5,0,Azerbaijan,,TRUE
9820,FIFA World Cup qualification,1997-10-11,Uzbekistan,1,1,Japan,,TRUE
9821,FIFA World Cup qualification,1997-10-12,Argentina,0,0,Uruguay,,TRUE
9822,FIFA World Cup qualification,1997-10-12,Canada,2,2,Mexico,,TRUE
9823,FIFA World Cup qualification,1997-10-12,Ecuador,1,0,Bolivia,,TRUE
9824,FIFA World Cup qualification,1997-10-17,Iran,4,1,China PR,,TRUE
9825,FIFA World Cup qualification,1997-10-17,Kuwait,2,1,Saudi Arabia,,TRUE
9826,FIFA World Cup qualification,1997-10-18,Uzbekistan,1,5,South Korea,,TRUE
9827,Friendly,1997-10-20,Martinique,2,1,Cameroon,,FALSE
9828,Friendly,1997-10-22,Cuba,1,1,Cameroon,Cuba win on penalties,FALSE
9829,FIFA World Cup qualification,1997-10-24,Kuwait,0,1,Qatar,,TRUE
9830,FIFA World Cup qualification,1997-10-24,Saudi Arabia,1,0,Iran,,TRUE
9831,FIFA World Cup qualification,1997-10-26,Japan,1,1,United Arab Emirates,,TRUE
9832,FIFA World Cup qualification,1997-10-29,Croatia,2,0,Ukraine,,TRUE
9833,FIFA World Cup qualification,1997-10-29,Hungary,1,7,Serbia,,TRUE
9834,FIFA World Cup qualification,1997-10-29,Republic of Ireland,1,1,Belgium,,TRUE
9835,FIFA World Cup qualification,1997-10-31,China PR,2,3,Qatar,,TRUE
9836,FIFA World Cup qualification,1997-10-31,Iran,0,0,Kuwait,,TRUE
9837,FIFA World Cup qualification,1997-11-01,South Korea,0,2,Japan,,TRUE
9838,FIFA World Cup qualification,1997-11-02,Mexico,0,0,United States,,TRUE
9839,Friendly,1997-11-05,Tunisia,2,1,Bosnia and Herzegovina,,TRUE
9840,FIFA World Cup qualification,1997-11-06,Saudi Arabia,1,1,China PR,,TRUE
9841,FIFA World Cup qualification,1997-11-07,Qatar,2,0,Iran,,TRUE
9842,FIFA World Cup qualification,1997-11-08,Japan,5,1,Kazakhstan,,TRUE
9843,FIFA World Cup qualification,1997-11-09,Canada,0,3,United States,,TRUE
